PlayerName,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Nicky Delmonico,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.277,999,13157
Jimmy Glowenke,0,1,1,0,0,0,0,0,0,0,0,0,0.187,0.297,999,sa3014548
Charles Mack,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.328,999,sa3008250
Nick Markakis,0,1,1,0,0,0,0,0,0,0,0,0,0.228,0.238,999,5930
Raul Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.186,0.281,999,sa873181
Samuel Zavala,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.299,999,sa3015718
Adrian Sugastey,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.221,999,sa3015190
Jordan Brewer,0,1,1,0,0,0,0,0,0,0,0,0,0.2,0.324,999,sa3011737
Braiden Ward,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.261,999,sa3017332
Luis Verdugo,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.21,999,sa3006888
Herard Gonzalez,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.269,999,sa3005750
Adam Zebrowski,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.291,999,sa3017221
Joshua Mears,0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.43,999,sa3010162
Nick Plummer,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.322,999,18690
Jackson Merrill,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.23,999,sa3016829
Landon Stephens,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.352,999,sa3014884
Jake Holton,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.241,999,sa3010599
D.J. Stewart,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.246,999,sa3005181
Kenny Piper,0,1,1,0,0,0,0,0,0,0,0,0,0.158,0.303,999,sa3017664
Wilderd Patino,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.297,999,sa3007874
Christian Cairo,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.303,999,sa3010028
Gabriel Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.237,999,sa3008744
Juan Aparicio,0,1,1,0,0,0,0,0,0,0,0,0,0.178,0.272,999,sa3002710
Jose Sibrian,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.23,999,sa917196
Terrance Gore,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.333,999,13658
Josh Reddick,0,1,1,0,0,0,0,0,0,0,0,0,0.226,0.231,999,3892
Jake Elmore,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.201,999,7290
Shane Selman,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.329,999,sa1115804
Gilberto Vizcarra,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.218,999,sa3002865
Braxton Martinez,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.287,999,sa3005373
Pablo Sandoval,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.27,999,5409
Michael Berglund,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.347,999,sa3007016
Yorberto Mejicano,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.235,999,sa3009328
Eddy Diaz,0,1,1,0,0,0,0,0,0,0,0,0,0.231,0.206,999,sa3004979
Antoine Duplantis,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.256,999,sa3011224
Franklin Labour,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.364,999,sa916848
Ramses Malave,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.354,999,sa3006428
Marco Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.28,999,sa917737
Christian Donahue,0,1,1,0,0,0,0,0,0,0,0,0,0.194,0.29,999,sa3005401
Logan Warmoth,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.336,999,sa3004813
Carson Williams,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.349,999,sa3017795
Chris Williams,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.335,999,sa3007028
Kyler Castillo,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.246,999,sa3017373
Brainer Bonaci,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.234,999,sa3008836
Junior Tilien,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.253,999,sa3015187
Rusber Estrada,0,1,1,0,0,0,0,0,0,0,0,0,0.159,0.344,999,sa3007077
Matt Winaker,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.256,999,sa3004506
Alexander Campos,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.255,999,sa3002852
Joseph Rosa,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.259,999,sa872490
Adam Kerner,0,1,1,0,0,0,0,0,0,0,0,0,0.168,0.295,999,sa3014938
Steven Leyton,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.212,999,sa917309
Cody Bohanek,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.334,999,sa3004157
Andres Melendez,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.315,999,sa3005523
Lawrence Butler,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.332,999,sa3006873
Beau Brundage,0,1,1,0,0,0,0,0,0,0,0,0,0.187,0.327,999,sa3008246
Yasel Antuna,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.252,999,sa962601
Yoel Yanqui,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.284,999,sa3003437
Todd Czinege,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.351,999,sa873611
Seaver Whalen,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.242,999,sa3003939
Lucas Dunn,0,1,1,0,0,0,0,0,0,0,0,0,0.179,0.315,999,sa3016820
Evan Edwards,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.38,999,sa3009866
Sherten Apostel,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.337,999,21794
Trent Giambrone,0,1,1,0,0,0,0,0,0,0,0,0,0.187,0.286,999,19250
Stephen Vogt,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.253,999,5000
Hunter Bishop,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.344,999,sa3011413
Romer Cuadrado,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.345,999,sa872527
Luis Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.279,999,sa3005727
Seth Gray,0,1,1,0,0,0,0,0,0,0,0,0,0.181,0.343,999,sa1115752
Gabe Matthews,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.325,999,sa3016920
Brayan Buelvas,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.256,999,sa3008868
Manuel Sequera,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.228,999,sa3015179
Ronaldo Flores,0,1,1,0,0,0,0,0,0,0,0,0,0.181,0.278,999,sa3009551
Yiddi Cappe,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.192,999,sa3015515
Tyler Tolbert,0,1,1,0,0,0,0,0,0,0,0,0,0.187,0.268,999,sa3010337
Luis GarcÃ­a,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.279,999,sa3007295
Torii Hunter Jr.,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.324,999,sa738667
Alerick Soularie,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.291,999,sa3014436
Chad Bell,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.355,999,sa3010888
Delvin Zinn,0,1,1,0,0,0,0,0,0,0,0,0,0.2,0.242,999,sa875884
Bradley Zimmer,3,12,13,2,0,0,0,1,1,1,5,0,0.199,0.354,999,16221
Joe Donovan,0,1,1,0,0,0,0,0,0,0,0,0,0.167,0.315,999,sa3015088
Erik GonzÃ¡lez,3,12,13,3,1,0,0,1,1,1,3,0,0.231,0.232,999,13369
Manny Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.187,0.345,999,sa3006678
Gerardo Parra,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.272,999,8553
Eduardo Torrealba,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.183,999,sa917095
Ricardo MÃ©ndez,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.241,999,sa3004383
Craig Dedelow,0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.393,999,sa918840
Omar EstÃ©vez,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.25,999,sa914242
Alex Blandino,0,1,1,0,0,0,0,0,0,0,0,0,0.181,0.327,999,16271
Cody Morissette,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.252,999,sa3017158
Jace Jung,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.24,999,sa3019992
Seth Mejias-Brean,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.246,999,13905
David Thompson,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.296,999,sa659290
Jarryd Dale,0,1,1,0,0,0,0,0,0,0,0,0,0.177,0.277,999,sa3007022
Sam Travis,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.301,999,16263
Gage Canning,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.306,999,sa3006711
Trevor Schwecke,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.292,999,sa3009874
Ty Kelly,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.25,999,7740
Kenedy Corona,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.27,999,sa3009845
Jeremy Rivera,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.225,999,sa829240
Cooper Johnson,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.323,999,sa3010584
Hudson Head,0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.347,999,sa3010889
Elvis Peralta,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.298,999,sa1170420
Jairo Pomares,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.324,999,sa3010023
James Triantos,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.21,999,sa3017295
Dalvy Rosario,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.249,999,sa3005712
Yeison Coca,0,1,1,0,0,0,0,0,0,0,0,0,0.194,0.287,999,sa917075
Jonatan Clase,0,1,1,0,0,0,0,0,0,0,0,0,0.178,0.327,999,sa3008787
Dean Nevarez,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.304,999,sa3007073
Ronnie Dawson,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.265,999,19710
Ynmanol MariÃ±ez,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.259,999,sa3005716
Joe Mack,0,1,1,0,0,0,0,0,0,0,0,0,0.16,0.308,999,sa3017374
Miguel Hiraldo,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.28,999,sa3005486
Hunter Markwardt,0,1,1,0,0,0,0,0,0,0,0,0,0.208,0.299,999,sa3010602
Alexfri Planez,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.265,999,sa3005515
Aeverson Arteaga,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.291,999,sa3014707
Benjamin Cowles,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.315,999,sa3016976
Fabian Pertuz,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.27,999,sa3005500
Marcos Gonzalez,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.274,999,sa3003311
Victor Planchart,0,1,1,0,0,0,0,0,0,0,0,0,0.177,0.282,999,sa3005555
Wilkin Grullon,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.314,999,sa3006222
Riley Tirotta,0,1,1,0,0,0,0,0,0,0,0,0,0.181,0.325,999,sa3017078
Juan Uriarte,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.284,999,sa872569
Daniel Murphy,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.197,999,4316
Roque Salinas,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.183,999,sa3018215
Hunter Hearn,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.321,999,sa3010591
Robbie Glendinning,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.348,999,sa3004978
Sauryn Lao,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.31,999,sa917331
Michael Turconi,0,1,1,0,0,0,0,0,0,0,0,0,0.186,0.214,999,sa3020195
Ethan Wilson,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.232,999,sa3017329
Max Ferguson,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.286,999,sa3016819
Rubendy Jaquez,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.198,999,sa917022
Cooper Bowman,0,1,1,0,0,0,0,0,0,0,0,0,0.175,0.295,999,sa3016966
Maikol Escotto,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.298,999,sa3008878
Sam McWilliams,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.298,999,sa3008053
JaCoby Jones,0,1,1,0,0,0,0,0,0,0,0,0,0.193,0.363,999,14818
Corey Rosier,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.249,999,sa3016961
Jase Bowen,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.274,999,sa3011267
Yohendrick Pinango,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.2,999,sa3009539
Gabriel Maciel,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.203,999,sa919532
Michael Osinski,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.285,999,sa3004298
Aaron Shackelford,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.295,999,sa1169950
Mateo Gil,0,1,1,0,0,0,0,0,0,0,0,0,0.191,0.264,999,sa3007050
Matt O'Neill,0,1,1,0,0,0,0,0,0,0,0,0,0.144,0.388,999,sa1170279
Eduardo Garcia,0,1,1,0,0,0,0,0,0,0,0,0,0.193,0.334,999,sa3008751
Yeison Santana,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.233,999,sa3005730
Will Matthiessen,0,1,1,0,0,0,0,0,0,0,0,0,0.208,0.32,999,sa1116023
Wilmer Reyes,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.253,999,sa917118
River Town,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.227,999,sa3017118
Roberto Campos,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.245,999,sa3014683
Richard Paz,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.26,999,sa3005928
Austin Murr,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.172,999,sa3016967
Juan Fernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.22,0.209,999,sa917824
Miguel Villarroel,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.227,999,sa3015631
Ryder Jones,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.308,999,15982
Dustin Skelton,0,1,1,0,0,0,0,0,0,0,0,0,0.166,0.329,999,sa3011327
Alberto Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.202,0.29,999,sa3005603
Luis Guerrero,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.365,999,sa3010713
Nate Soria,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.337,999,sa3007333
Patrick Dorrian,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.344,999,sa3007629
Steven Sensley,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.317,999,sa738492
Deacon Liput,0,1,1,0,0,0,0,0,0,0,0,0,0.186,0.31,999,sa3008141
Wander Javier,0,1,1,0,0,0,0,0,0,0,0,0,0.175,0.32,999,sa917168
Ian Moller,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.325,999,sa3017171
Taylor Snyder,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.329,999,sa738930
Ramon Mendoza,0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.266,999,sa3007513
Kyler Fedko,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.239,999,sa3017561
Zach Daniels,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.346,999,sa3014935
Andres Guerra,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.318,999,sa873330
Charles Tilson,0,1,1,0,0,0,0,0,0,0,0,0,0.221,0.246,999,12983
Ryan Reynolds,0,1,1,0,0,0,0,0,0,0,0,0,0.188,0.286,999,sa3010849
Kendall Simmons,0,1,1,0,0,0,0,0,0,0,0,0,0.188,0.269,999,sa3006867
Justin Bour,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.299,999,9744
Jake Fox,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.25,999,sa3017734
Fernando Villalobos,0,1,1,0,0,0,0,0,0,0,0,0,0.145,0.353,999,sa3011114
Andy Yerzy,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.298,999,sa917939
Camden Duzenack,0,1,1,0,0,0,0,0,0,0,0,0,0.208,0.249,999,sa873988
Jarrod Watkins,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.235,999,sa3018377
Hunter Pence,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.274,999,8252
Ricardo Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.263,999,sa877334
Gavin Cross,0,1,1,0,0,0,0,0,0,0,0,0,0.183,0.304,999,sa3019985
Osiris Johnson,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.241,999,sa3008110
Tzu-Wei Lin,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.275,999,14678
Colin Simpson,0,1,1,0,0,0,0,0,0,0,0,0,0.233,0.246,999,sa1159681
Chad Stevens,0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.307,999,sa3017040
Dylan Rosa,0,1,1,0,0,0,0,0,0,0,0,0,0.188,0.386,999,sa3004285
Ashton McGee,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.358,999,sa3010334
Blake Swihart,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.271,999,13176
Logan Cerny,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.34,999,sa3017661
Edwin EncarnaciÃ³n,0,1,1,0,0,0,0,0,0,0,0,0,0.202,0.285,999,2151
Luis Valdez,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.258,999,sa3016076
Ben Ramirez,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.273,999,sa3016950
Jake MacKenzie,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.239,999,sa3015017
Benny Montgomery,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.287,999,sa3017169
Lizandro Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.23,999,sa3016094
John Andreoli,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.39,999,13012
Brandon Wagner,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.369,999,sa738979
Pedro Ramirez,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.204,999,sa3015834
Max Acosta,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.228,999,sa3014711
Yadiel Rivera,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.243,999,11863
Jonathan Guzman,0,1,1,0,0,0,0,0,0,0,0,0,0.193,0.238,999,sa917127
Matheu Nelson,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.357,999,sa3017328
Drew Butera,0,1,1,0,0,0,0,0,0,0,0,0,0.176,0.317,999,3411
Jim Haley,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.323,999,sa918418
Keinner PiÃ±a,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.28,999,sa828363
Juan Mora,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.229,999,sa3008469
Tyler Osik,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.276,999,sa3010017
Daniel Mateo,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.279,999,sa3010886
Quinn Brodey,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.353,999,sa829783
Oscar Campos,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.294,999,sa831986
Tyler Callihan,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.238,999,sa1169610
Vito Friscia,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.297,999,sa3010712
Yoyner Fajardo,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.217,999,sa3005938
Julio Meza,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.298,999,sa3003423
Tyler Reichenborn,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.242,999,sa3011628
Heston Kjerstad,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.27,999,sa3014439
Josh Kasevich,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.176,999,sa3020203
Brad Zunica,0,1,1,0,0,0,0,0,0,0,0,0,0.2,0.323,999,sa875647
Bryant Quijada,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.221,999,sa3004882
Pete Kozma,0,1,1,0,0,0,0,0,0,0,0,0,0.194,0.233,999,2539
Anthony Morales,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.281,999,sa1172775
Alex Destino,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.334,999,sa3004031
Brandol Mezquita,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.311,999,sa3006201
Marcus Chiu,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.317,999,sa3004060
Manuel Melendez,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.25,999,sa828329
BJ Murray Jr.,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.258,999,sa3017287
Owen Caissie,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.313,999,sa3014465
Connor Kokx,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.253,999,sa3017735
Rainer Nunez,0,1,1,0,0,0,0,0,0,0,0,0,0.22,0.236,999,sa3005551
Alexander Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.269,999,sa3002696
Matt Rudick,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.238,999,sa3017334
Eric Stamets,0,1,1,0,0,0,0,0,0,0,0,0,0.179,0.295,999,13795
Andy Atwood,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.25,999,sa3019577
Tyler Keenan,0,1,1,0,0,0,0,0,0,0,0,0,0.175,0.329,999,sa3014497
Alan Marrero,0,1,1,0,0,0,0,0,0,0,0,0,0.152,0.362,999,sa918102
Saul Torres,0,1,1,0,0,0,0,0,0,0,0,0,0.163,0.343,999,sa923363
Victor Torres,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.265,999,sa3010597
Axel Sanchez,0,1,1,0,0,0,0,0,0,0,0,0,0.178,0.308,999,sa3015601
Austin Hendrick,0,1,1,0,0,0,0,0,0,0,0,0,0.174,0.392,999,sa3014521
Wyatt Hendrie,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.307,999,sa3017163
Pablo Olivares,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.248,999,sa872547
Luis Santos,0,1,1,0,0,0,0,0,0,0,0,0,0.186,0.222,999,sa3005080
Rubel Cespedes,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.228,999,sa3008953
Ed Howard,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.261,999,sa3014540
Abiezel Ramirez,0,1,1,0,0,0,0,0,0,0,0,0,0.175,0.325,999,sa3003282
Victor Scott II,0,1,1,0,0,0,0,0,0,0,0,0,0.175,0.265,999,sa3019838
Jose Torres,0,1,1,0,0,0,0,0,0,0,0,0,0.202,0.267,999,sa3017396
Joey Loperfido,0,1,1,0,0,0,0,0,0,0,0,0,0.208,0.282,999,sa3017050
Justin Lopez,0,1,1,0,0,0,0,0,0,0,0,0,0.187,0.264,999,sa3002670
Heliot Ramos,2,6,7,1,0,0,0,1,1,0,2,0,0.225,0.261,750.63,22515
Jake Sanford,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.289,999,sa3010585
Noah Miller,0,1,1,0,0,0,0,0,0,0,0,0,0.17,0.275,999,sa3017512
Myles Emmerson,0,1,1,0,0,0,0,0,0,0,0,0,0.173,0.265,999,sa3016862
Jay Allen II,0,1,1,0,0,0,0,0,0,0,0,0,0.188,0.295,999,sa3017403
Yasmany TomÃ¡s,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.304,999,17171
Dylan Neuse,0,1,1,0,0,0,0,0,0,0,0,0,0.176,0.293,999,sa3018123
Jon Jay,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.225,999,5227
Kevin Josephina,0,1,1,0,0,0,0,0,0,0,0,0,0.2,0.259,999,sa830120
Joe DeCarlo,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.299,999,sa657935
Wilfred Astudillo,0,1,1,0,0,0,0,0,0,0,0,0,0.186,0.214,999,sa3003236
Bryant Betancourt,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.241,999,sa3015846
Taylor Gushue,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.315,999,16098
Taylor Young,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.254,999,sa3019907
Keyber Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.24,999,sa3005488
David RodrÃ­guez,0,1,1,0,0,0,0,0,0,0,0,0,0.208,0.282,999,sa735825
Kevin Kendall,0,1,1,0,0,0,0,0,0,0,0,0,0.182,0.256,999,sa3017212
D'Shawn Knowles,0,1,1,0,0,0,0,0,0,0,0,0,0.194,0.292,999,sa3006889
Jacob Berry,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.248,999,sa3019825
Darryl Collins,0,1,1,0,0,0,0,0,0,0,0,0,0.202,0.226,999,sa3010154
Jose Curpa,0,1,1,0,0,0,0,0,0,0,0,0,0.181,0.276,999,sa3002703
Francisco Fajardo,0,1,1,0,0,0,0,0,0,0,0,0,0.2,0.214,999,sa3008898
Jose Acosta,0,1,1,0,0,0,0,0,0,0,0,0,0.187,0.306,999,sa3006187
Matthew Barefoot,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.309,999,sa3010145
Christian Molfetta,0,1,1,0,0,0,0,0,0,0,0,0,0.165,0.325,999,sa3016962
Drew Lugbauer,0,1,1,0,0,0,0,0,0,0,0,0,0.185,0.398,999,sa829268
Nick Podkul,0,1,1,0,0,0,0,0,0,0,0,0,0.194,0.296,999,sa3006720
Freudis Nova,0,1,1,0,0,0,0,0,0,0,0,0,0.181,0.295,999,sa3003195
Matt Dyer,0,1,1,0,0,0,0,0,0,0,0,0,0.172,0.347,999,sa3014883
Yorlis Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.224,999,sa3007299
T.J. Schofield-Sam,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.228,999,sa3011501
Derek Dietrich,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.317,999,10542
Ethan Hearn,0,1,1,0,0,0,0,0,0,0,0,0,0.154,0.378,999,sa3011502
Yorkislandy Alvarez,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.194,999,sa3009570
Jack LÃ³pez,0,1,1,0,0,0,0,0,0,0,0,0,0.193,0.318,999,13663
Ezequiel Pagan,0,1,1,0,0,0,0,0,0,0,0,0,0.211,0.196,999,sa3007975
Kevin Villavicencio,0,1,1,0,0,0,0,0,0,0,0,0,0.186,0.246,999,sa3015673
Lazaro Armenteros,0,1,1,0,0,0,0,0,0,0,0,0,0.18,0.405,999,sa969091
