PlayerName,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Hudson Haskin,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.236,999,sa3014449
Julio E. Rodriguez,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.277,999,sa917669
Josh Morgan,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.253,999,sa828797
Jonathan AraÃºz,0,1,1,0,0,0,0,0,0,0,0,0,0.228,0.195,999,20275
Jhonny Pereda,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.197,999,sa735866
Dillon Dingler,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.298,999,sa3014528
Bryan Lavastida,0,1,1,0,0,0,0,0,0,0,0,0,0.219,0.233,999,24765
Wyatt Young,0,1,1,0,0,0,0,0,0,0,0,0,0.237,0.217,999,sa3017081
CÃ©sar Salazar,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.228,999,sa3008107
Jose Caballero,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.246,999,sa3004817
Sean Bouchard,0,1,1,0,0,0,0,0,0,0,0,0,0.252,0.255,702.43,21270
Brett Harris,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.222,999,sa3017293
Orelvis Martinez,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.277,999,sa3010692
Greg Cullen,0,1,1,0,0,0,0,0,0,0,0,0,0.226,0.239,999,sa3007069
Quincy Hamilton,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.25,999,sa3017215
John Valente,0,1,1,0,0,0,0,0,0,0,0,0,0.258,0.136,999,sa3006923
Bryce Windham,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.191,999,sa3010403
Brian O'Keefe,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.296,999,16680
Jeisson Rosario,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.235,999,sa3004146
Robert Hassell III,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.241,999,sa3014701
Max Moroff,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.24,999,14556
Ronny Mauricio,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.233,999,sa3006887
Kramer Robertson,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.224,999,20022
Roberto Alvarez,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.205,999,sa917107
Blaze Alexander,0,1,1,0,0,0,0,0,0,0,0,0,0.227,0.284,999,sa3007742
Ryan Lavarnway,0,1,1,0,0,0,0,0,0,0,0,0,0.211,0.268,999,8879
Jonny DeLuca,0,1,1,0,0,0,0,0,0,0,0,0,0.235,0.208,999,sa3011644
Abraham Almonte,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.265,999,5486
Wynton Bernard,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.202,749.85,13408
Connor Hollis,0,1,1,0,0,0,0,0,0,0,0,0,0.24,0.231,999,sa3007870
Jake Mangum,0,1,1,0,0,0,0,0,0,0,0,0,0.248,0.21,999,sa3011255
Vimael MachÃ­n,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.189,999,17684
Nick Gonzales,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.274,999,sa3014510
Luke Berryhill,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.339,999,sa3011587
Ryan Gold,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.283,999,sa918639
Diego Castillo,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.222,660.53,19906
Tanner Morris,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.211,999,sa3009873
JJ Schwarz,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.281,999,sa3008391
John Hicks,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.302,999,12547
Brennen Davis,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.303,999,sa3007876
Masyn Winn,0,1,1,0,0,0,0,0,0,0,0,0,0.227,0.233,999,sa3014506
Devin Mann,0,1,1,0,0,0,0,0,0,0,0,0,0.219,0.25,999,sa3006869
Nick Meyer,0,1,1,0,0,0,0,0,0,0,0,0,0.201,0.237,999,sa3007826
Jorge Barrosa,0,1,1,0,0,0,0,0,0,0,0,0,0.239,0.199,999,sa3005524
Stevie Berman,0,1,1,0,0,0,0,0,0,0,0,0,0.193,0.265,999,sa873599
Yunior Severino,0,1,1,0,0,0,0,0,0,0,0,0,0.228,0.288,999,sa3003185
Ernie Yake,0,1,1,0,0,0,0,0,0,0,0,0,0.242,0.162,999,sa3017902
Brandon Martorano,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.32,999,sa918686
Breyvic Valera,0,1,1,0,0,0,0,0,0,0,0,0,0.237,0.154,999,12758
Willians Astudillo,0,1,1,0,0,0,0,0,0,0,0,0,0.263,0.087,999,15608
Tyler Gentry,0,1,1,0,0,0,0,0,0,0,0,0,0.248,0.256,999,sa3014485
Jason Delay,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.268,999,19806
Freddy Galvis,0,1,1,0,0,0,0,0,0,0,0,0,0.238,0.201,999,6609
Sergio AlcÃ¡ntara,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.254,747.25,16417
Kole Cottam,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.305,999,sa3006780
Franklin Torres,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.244,999,sa830300
Jantzen Witte,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.221,999,sa738324
Alejo Lopez,0,1,1,0,0,0,0,0,0,0,0,0,0.266,0.137,999,21127
Jose Alvarez,0,1,1,0,0,0,0,0,0,0,0,0,0.221,0.268,999,sa3003377
Hunter Stovall,0,1,1,0,0,0,0,0,0,0,0,0,0.26,0.204,999,sa3008181
Colson Montgomery,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.235,999,sa3017170
Andres Angulo,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.246,999,sa872806
Colton Welker,0,1,1,0,0,0,0,0,0,0,0,0,0.228,0.248,750.92,19961
Ricardo GenovÃ©s,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.276,999,sa916844
Andrew Bechtold,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.325,999,sa829787
JosÃ© RondÃ³n,0,1,1,0,0,0,0,0,0,0,0,0,0.225,0.222,999,14140
Josh Lester,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.26,999,17737
Cody Roberts,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.294,999,sa3007869
Esteban Quiroz,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.248,999,19780
Drew Avans,0,1,1,0,0,0,0,0,0,0,0,0,0.221,0.285,999,sa3006937
J.C. Correa,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.14,999,sa3014823
Taylor Davis,0,1,1,0,0,0,0,0,0,0,0,0,0.219,0.18,999,12782
Gavin Stupienski,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.284,999,sa913367
Pedro Pages,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.287,999,sa3010339
Beau Taylor,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.291,999,12384
Gavin Collins,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.266,999,sa857219
Michael Cruz,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.29,999,sa918049
Juan Centeno,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.194,999,7168
Austin Shenton,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.305,999,sa3009869
Jose Tena,0,1,1,0,0,0,0,0,0,0,0,0,0.24,0.241,999,sa3005482
Deyvison De Los Santos,0,1,1,0,0,0,0,0,0,0,0,0,0.245,0.269,999,sa3015168
Jair Camargo,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.331,999,sa917333
Sebastian Rivero,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.268,999,21735
Bryan Ramos,0,1,1,0,0,0,0,0,0,0,0,0,0.227,0.214,999,sa3010024
Drew Millas,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.246,999,sa3014475
SÃ­mon Muzziotti,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.218,999,19553
Ali SÃ¡nchez,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.257,999,18551
Darell Hernaiz,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.201,999,sa3011309
Aaron Zavala,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.264,999,sa3017665
Dominic Canzone,0,1,1,0,0,0,0,0,0,0,0,0,0.249,0.221,999,sa1115890
Andrew Stevenson,0,1,1,0,0,0,0,0,0,0,0,0,0.244,0.26,999,17932
Wilyer Abreu,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.304,999,sa3005082
Matt McLain,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.298,999,sa3017154
Francisco Urbaez,0,1,1,0,0,0,0,0,0,0,0,0,0.251,0.189,999,sa3014944
Joe Perez,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.266,999,22254
Aaron Antonini,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.238,999,sa3010906
Daniel Pinero,0,1,1,0,0,0,0,0,0,0,0,0,0.219,0.229,999,sa738204
Pablo Reyes,0,1,1,0,0,0,0,0,0,0,0,0,0.231,0.189,999,16357
Trey Sweeney,0,1,1,0,0,0,0,0,0,0,0,0,0.211,0.258,999,sa3016973
Matt Scheffler,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.278,999,sa3014832
Brett Cumberland,0,1,1,0,0,0,0,0,0,0,0,0,0.183,0.337,999,sa915611
Matt Davidson,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.303,999,7226
Dustin Harris,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.225,999,sa3010279
Jhon NuÃ±ez,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.253,999,sa736923
Michael Guldberg,0,1,1,0,0,0,0,0,0,0,0,0,0.228,0.224,999,sa3014822
Clint Coulter,0,1,1,0,0,0,0,0,0,0,0,0,0.237,0.253,999,sa657922
Hyun Soo Kim,0,1,1,0,0,0,0,0,0,0,0,0,0.252,0.141,999,18718
Diego Cartaya,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.315,999,sa3008742
Bryan Torres,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.238,999,sa885119
Tristan Gray,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.323,999,sa829756
Kameron Misner,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.339,999,sa3011656
Chavez Young,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.256,999,sa918963
Kyle Mottice,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.19,999,sa3007655
Julio Carreras,0,1,1,0,0,0,0,0,0,0,0,0,0.254,0.234,999,sa3005598
Ivan Gonzalez,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.228,999,sa3010014
Luisangel AcuÃ±a,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.257,999,sa3008765
Wilson Ramos,0,1,1,0,0,0,0,0,0,0,0,0,0.237,0.214,999,1433
Coby Mayo,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.272,999,sa3014479
Scott Manea,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.288,999,sa829837
Daniel Brito,0,1,1,0,0,0,0,0,0,0,0,0,0.239,0.193,999,sa872732
Dairon Blanco,0,1,1,0,0,0,0,0,0,0,0,0,0.238,0.246,999,19779
Wendell Rijo,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.236,999,sa739597
Michael Perez,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.282,999,12977
MoisÃ©s GÃ³mez,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.347,999,sa875163
Carter Aldrete,0,1,1,0,0,0,0,0,0,0,0,0,0.226,0.266,999,sa3010008
Jose Fermin,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.158,999,sa917339
Miguel AndÃºjar,2,6,7,2,0,0,0,1,1,0,1,0,0.258,0.162,721.24,15878
Jaycob Brugman,0,1,1,0,0,0,0,0,0,0,0,0,0.225,0.273,999,14936
Jesus Bastidas,0,1,1,0,0,0,0,0,0,0,0,0,0.221,0.257,999,sa916969
Ben DeLuzio,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.257,999,19644
Tim Federowicz,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.262,999,8609
Evan Skoug,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.316,999,sa829713
Ronnie Freeman,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.27,999,sa658013
Norichika Aoki,0,1,1,0,0,0,0,0,0,0,0,0,0.248,0.153,999,13075
Andrew Navigato,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.206,999,sa3010703
JosÃ© BriceÃ±o,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.237,999,13151
Jonathan Morales,0,1,1,0,0,0,0,0,0,0,0,0,0.239,0.189,999,sa875808
Josh VanMeter,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.265,749.25,15170
Mark Payton,0,1,1,0,0,0,0,0,0,0,0,0,0.243,0.184,999,16042
Matt Gorski,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.295,999,sa3010399
Daniel Vellojin,0,1,1,0,0,0,0,0,0,0,0,0,0.199,0.297,999,sa3005587
Caleb Hamilton,0,1,1,0,0,0,0,0,0,0,0,0,0.183,0.332,999,19842
A.J. Vukovich,0,1,1,0,0,0,0,0,0,0,0,0,0.243,0.244,999,sa3014525
Tyler Neslony,0,1,1,0,0,0,0,0,0,0,0,0,0.24,0.239,999,sa918131
Dom NuÃ±ez,0,1,1,0,0,0,0,0,0,0,0,0,0.19,0.3,999,15055
JosÃ© Godoy,0,1,1,0,0,0,0,0,0,0,0,0,0.213,0.248,999,15808
Charles Leblanc,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.31,750.32,19813
Tony Wolters,5,16,18,3,1,0,0,2,1,1,5,0,0.193,0.282,999,11470
Oscar Mercado,0,1,1,0,0,0,0,0,0,0,0,0,0.231,0.197,749.41,16375
Cesar Prieto,0,1,1,0,0,0,0,0,0,0,0,0,0.25,0.158,999,sa3018100
Armando Alvarez,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.224,999,sa913279
Chuckie Robinson,0,1,1,0,0,0,0,0,0,0,0,0,0.221,0.248,999,19824
Josh Palacios,0,1,1,0,0,0,0,0,0,0,0,0,0.245,0.215,999,19818
Martin Cervenka,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.277,999,sa492636
Kyren Paris,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.312,999,sa3011768
Andruw Monasterio,0,1,1,0,0,0,0,0,0,0,0,0,0.221,0.261,999,sa830359
Korry Howell,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.329,999,sa3008238
Juan Graterol,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.15,999,5398
Robel GarcÃ­a,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.325,999,13167
Jake Slaughter,0,1,1,0,0,0,0,0,0,0,0,0,0.225,0.271,999,sa3007871
Joe Rizzo,0,1,1,0,0,0,0,0,0,0,0,0,0.226,0.232,999,sa917934
Adam Hackenberg,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.256,999,sa3017041
Riley Unroe,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.251,999,sa737614
Zach Remillard,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.264,999,sa659077
Matt Kroon,0,1,1,0,0,0,0,0,0,0,0,0,0.228,0.281,999,sa3007502
Blake Hunt,0,1,1,0,0,0,0,0,0,0,0,0,0.202,0.272,999,sa3004153
Webster Rivas,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.253,999,14636
John Ryan Murphy,0,1,1,0,0,0,0,0,0,0,0,0,0.192,0.314,999,10346
Drew Ellis,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.294,999,19873
Ernie Clement,0,1,1,0,0,0,0,0,0,0,0,0,0.239,0.155,999,20352
Nick Dunn,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.151,999,sa915613
Jonathan Ornelas,0,1,1,0,0,0,0,0,0,0,0,0,0.235,0.227,999,sa3006909
Josh Crouch,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.201,999,sa3017370
Brian Navarreto,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.222,999,16398
Jose Rojas,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.244,999,19331
Luis Santana,0,1,1,0,0,0,0,0,0,0,0,0,0.231,0.216,999,sa921577
Diego Hernandez,0,1,1,0,0,0,0,0,0,0,0,0,0.245,0.219,999,sa3005759
Jahmai Jones,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.245,999,18872
Carter Bins,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.332,999,sa1115884
Evan Carter,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.23,999,sa3014490
Andy Pages,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.284,999,sa3005625
Tristan Peters,0,1,1,0,0,0,0,0,0,0,0,0,0.238,0.214,999,sa3017851
Scott Hurst,0,1,1,0,0,0,0,0,0,0,0,0,0.219,0.254,999,20501
Nick Ciuffo,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.316,999,16291
Nick Dalesandro,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.261,999,sa3007503
Levi Jordan,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.216,999,sa3007976
James Free,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.264,999,sa3011156
Dillon Paulson,0,1,1,0,0,0,0,0,0,0,0,0,0.226,0.251,999,sa3007007
Juniel Querecuto,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.197,999,12140
Noelvi Marte,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.245,999,sa3008745
Sheldon Neuse,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.258,749.17,19635
Christian Koss,0,1,1,0,0,0,0,0,0,0,0,0,0.233,0.241,999,sa3011227
Ronny Simon,0,1,1,0,0,0,0,0,0,0,0,0,0.22,0.228,999,sa3008365
Jason Castro,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.335,999,8722
Xavier Edwards,0,1,1,0,0,0,0,0,0,0,0,0,0.237,0.188,999,sa3007018
Roldani Baldwin,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.328,999,sa828313
Rafael Lantigua,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.215,999,sa3003219
Jacob Wilson,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.231,999,13254
Domingo Santana,0,1,1,0,0,0,0,0,0,0,0,0,0.236,0.279,999,10348
C.J. Chatham,0,1,1,0,0,0,0,0,0,0,0,0,0.245,0.198,999,sa873984
Austin Listi,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.252,999,sa3004170
Jason Lopez,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.297,999,sa872552
LJ Talley,0,1,1,0,0,0,0,0,0,0,0,0,0.226,0.221,999,sa1169773
Brandon Lockridge,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.283,999,sa3006856
Taylor Kohlwey,0,1,1,0,0,0,0,0,0,0,0,0,0.238,0.215,999,sa918457
Melvin Novoa,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.29,999,sa827953
Tyler White,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.233,999,15564
Maikel Franco,0,1,1,0,0,0,0,0,0,0,0,0,0.236,0.189,749.72,12179
Wilfredo Tovar,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.169,999,10416
Khalil Lee,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.361,749.47,19952
Kyle Garlick,0,1,1,0,0,0,0,0,0,0,0,0,0.227,0.302,750.08,18063
Yonathan Perlaza,0,1,1,0,0,0,0,0,0,0,0,0,0.23,0.25,999,sa917302
Chris Bec,0,1,1,0,0,0,0,0,0,0,0,0,0.194,0.272,999,sa3006727
Jhonny Santos,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.263,999,sa828314
Alfonso Rivas,2,6,7,1,0,0,0,1,1,1,2,0,0.228,0.289,750.3,21560
Steward Berroa,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.275,999,sa3003276
Elih Marrero,0,1,1,0,0,0,0,0,0,0,0,0,0.209,0.261,999,sa3007822
Matt Fraizer,0,1,1,0,0,0,0,0,0,0,0,0,0.229,0.236,999,sa918983
Will Wagner,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.243,999,sa3017079
Eliezer Alfonzo,0,1,1,0,0,0,0,0,0,0,0,0,0.221,0.163,999,sa3003262
Lorenzo Cedrola,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.177,999,sa872850
Eddys Leonard,0,1,1,0,0,0,0,0,0,0,0,0,0.217,0.243,999,sa3005554
J.P. Martinez,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.333,999,sa3005607
Michael Papierski,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.226,999,21386
Coco Montes,0,1,1,0,0,0,0,0,0,0,0,0,0.242,0.266,999,sa3006715
Jermaine Palacios,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.26,999,18371
Brady Policelli,0,1,1,0,0,0,0,0,0,0,0,0,0.194,0.285,999,sa918279
Will Wilson,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.297,999,sa3009871
Starlin Castro,0,1,1,0,0,0,0,0,0,0,0,0,0.251,0.191,999,4579
Tyler Fitzgerald,0,1,1,0,0,0,0,0,0,0,0,0,0.208,0.322,999,sa3011257
Brian Dozier,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.215,999,9810
Francisco PeÃ±a,0,1,1,0,0,0,0,0,0,0,0,0,0.203,0.25,999,8298
Jake Palomaki,0,1,1,0,0,0,0,0,0,0,0,0,0.223,0.194,999,sa3007003
Corban Joseph,0,1,1,0,0,0,0,0,0,0,0,0,0.244,0.174,999,5503
Nick Sogard,0,1,1,0,0,0,0,0,0,0,0,0,0.235,0.204,999,sa1169919
Brent Diaz,0,1,1,0,0,0,0,0,0,0,0,0,0.2,0.307,999,sa3004297
Jon Rosoff,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.235,999,sa3007635
Mike Antico,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.269,999,sa3016922
Elijah Dunham,0,1,1,0,0,0,0,0,0,0,0,0,0.225,0.241,999,sa3014827
Christian Kelley,0,1,1,0,0,0,0,0,0,0,0,0,0.198,0.27,999,sa875583
Luis Aviles Jr.,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.26,999,sa738445
Ryan January,0,1,1,0,0,0,0,0,0,0,0,0,0.171,0.377,999,sa918104
Shogo Akiyama,0,1,1,0,0,0,0,0,0,0,0,0,0.236,0.233,999,27461
Andy Weber,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.261,999,sa3008282
Freddy Zamora,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.23,999,sa3014500
Luke Williams,0,1,1,0,0,0,0,0,0,0,0,0,0.22,0.28,999,19931
Travis Jones,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.303,999,sa829805
Rudy Martin,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.305,999,sa829374
Cristian Santana,0,1,1,0,0,0,0,0,0,0,0,0,0.239,0.24,999,sa829387
Michael Gigliotti,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.286,999,sa915700
Brett Gardner,0,1,1,0,0,0,0,0,0,0,0,0,0.215,0.244,999,9927
Joe Hudson,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.302,999,14412
Evan Mendoza,0,1,1,0,0,0,0,0,0,0,0,0,0.218,0.203,999,sa3002836
Darren Baker,0,1,1,0,0,0,0,0,0,0,0,0,0.248,0.186,999,sa3017554
Michael Helman,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.226,999,sa3008280
Jimmy Herron,0,1,1,0,0,0,0,0,0,0,0,0,0.249,0.21,999,sa3008183
DJ Peters,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.317,999,19348
Sean Roby,0,1,1,0,0,0,0,0,0,0,0,0,0.206,0.349,999,sa3007788
Brock Holt,0,1,1,0,0,0,0,0,0,0,0,0,0.233,0.198,999,9345
Nick Kahle,0,1,1,0,0,0,0,0,0,0,0,0,0.193,0.303,999,sa1115979
Nick Conti,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.249,999,sa3010844
Ryan LaMarre,0,1,1,0,0,0,0,0,0,0,0,0,0.232,0.285,999,10700
Tyler Payne,0,1,1,0,0,0,0,0,0,0,0,0,0.214,0.268,999,21139
Renato NÃºÃ±ez,0,1,1,0,0,0,0,0,0,0,0,0,0.227,0.274,999,14503
Brett Auerbach,0,1,1,0,0,0,0,0,0,0,0,0,0.208,0.299,999,sa3014941
David MacKinnon,0,1,1,0,0,0,0,0,0,0,0,0,0.233,0.229,999,19625
Chris Herrmann,0,1,1,0,0,0,0,0,0,0,0,0,0.195,0.314,999,9284
Nasim NuÃ±ez,0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.271,999,sa3010695
Yoelqui CÃ©spedes,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.312,999,sa3015137
David Sheaffer,0,1,1,0,0,0,0,0,0,0,0,0,0.207,0.263,999,sa3006846
Edgar Quero,0,1,1,0,0,0,0,0,0,0,0,0,0.197,0.252,999,sa3015239
Yariel Gonzalez,0,1,1,0,0,0,0,0,0,0,0,0,0.216,0.242,999,sa920278
ArquÃ­medes Gamboa,0,1,1,0,0,0,0,0,0,0,0,0,0.202,0.247,999,sa877497
Mitchell Tolman,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0.243,999,sa858829
Alex Jackson,0,1,1,0,0,0,0,0,0,0,0,0,0.184,0.359,999,17276
Jorbit Vivas,0,1,1,0,0,0,0,0,0,0,0,0,0.226,0.149,999,sa3005511
Roby Enriquez,0,1,1,0,0,0,0,0,0,0,0,0,0.253,0.209,999,sa3018209
Carlos MartÃ­nez,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.225,999,sa737214
John Rave,0,1,1,0,0,0,0,0,0,0,0,0,0.22,0.286,999,sa918890
Jack Kruger,0,1,1,0,0,0,0,0,0,0,0,0,0.212,0.246,999,19634
Tyler Cropley,0,1,1,0,0,0,0,0,0,0,0,0,0.204,0.237,999,sa3007510
Dustin Garneau,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.302,999,9433
Matt Koperniak,0,1,1,0,0,0,0,0,0,0,0,0,0.241,0.211,999,sa3014834
Brendon Davis,0,1,1,0,0,0,0,0,0,0,0,0,0.22,0.251,999,18587
Jett Bandy,0,1,1,0,0,0,0,0,0,0,0,0,0.196,0.286,999,12508
AsdrÃºbal Cabrera,0,1,1,0,0,0,0,0,0,0,0,0,0.234,0.229,999,4962
Christian ColÃ³n,0,1,1,0,0,0,0,0,0,0,0,0,0.227,0.164,999,11145
Jason Martin,0,1,1,0,0,0,0,0,0,0,0,0,0.219,0.274,999,16429
Ford Proctor,0,1,1,0,0,0,0,0,0,0,0,0,0.205,0.302,999,21634
Cody Milligan,0,1,1,0,0,0,0,0,0,0,0,0,0.235,0.218,999,sa1169818
Patrick Bailey,0,1,1,0,0,0,0,0,0,0,0,0,0.189,0.262,999,sa3014442
