PlayerName,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Kevin Pillar,22,78,85,19,4,0,3,11,10,4,17,1,0.238,0.207,748.92,12434
Jordan Diaz,14,51,54,14,3,0,1,5,6,2,9,0,0.265,0.167,687.05,22650
Miguel AndÃºjar,16,59,64,15,3,0,1,7,8,4,10,1,0.247,0.155,721.24,15878
Brad Miller,82,265,297,59,10,1,11,33,36,28,85,4,0.222,0.287,665.66,12775
Ford Proctor,9,22,25,5,1,0,1,3,2,3,7,0,0.213,0.269,999,21634
Mickey Moniak,21,71,77,16,3,1,2,9,8,4,24,1,0.219,0.309,722.75,19956
Yairo Munoz,8,26,26,7,2,0,0,3,3,0,5,0,0.269,0.187,999,16313
Eddie Rosario,104,374,405,91,17,1,12,44,49,25,82,7,0.243,0.202,448.74,12155
Justin Dirden,11,37,41,8,2,0,1,5,4,3,13,1,0.225,0.307,999,sa3014986
Chris Owings,13,39,43,8,2,0,1,4,4,4,13,1,0.198,0.298,999,10030
Parker Meadows,22,76,85,17,3,1,2,8,8,6,19,2,0.224,0.224,999,sa3007943
Taylor Motter,6,21,23,4,1,0,1,3,3,2,6,0,0.215,0.276,999,12399
Pedro Leon,9,24,27,5,1,0,1,3,2,3,9,1,0.197,0.343,999,sa3014838
IvÃ¡n Herrera,9,26,30,6,1,0,1,3,3,2,7,0,0.226,0.24,748.96,20599
Brent Rooker,8,26,28,5,1,0,1,3,3,2,10,0,0.197,0.338,749.24,19627
Bubba Thompson,57,198,214,46,9,1,4,25,18,10,61,15,0.233,0.287,373.99,22261
Dermis Garcia,11,37,41,8,2,0,2,4,4,4,16,0,0.204,0.386,749.99,20926
Tyler Wade,8,22,25,5,1,0,0,3,1,2,6,2,0.24,0.234,750.53,15730
Kody Clemens,26,83,90,18,3,1,3,10,11,6,25,1,0.218,0.277,750.11,20572
Mario Feliciano,9,20,22,5,1,0,0,2,2,1,4,0,0.225,0.204,999,20263
Jacob Amaya,11,38,41,8,2,0,1,4,4,4,10,0,0.224,0.235,999,sa3005081
Johan Camargo,15,50,55,12,2,0,1,5,5,4,11,0,0.234,0.208,999,14950
Christian Encarnacion-Strand,8,28,30,7,2,0,1,3,4,1,9,0,0.251,0.3,999,sa3017756
Livan Soto,7,24,26,5,1,0,0,3,2,2,6,0,0.223,0.217,743.53,22471
Sheldon Neuse,7,19,20,4,1,0,0,2,2,1,6,0,0.234,0.291,749.17,19635
Colton Cowser,22,73,85,17,4,0,3,10,10,8,25,1,0.231,0.291,999,sa3017018
Terrin Vavra,26,81,93,20,4,0,1,10,8,10,20,1,0.246,0.212,746.51,24400
Monte Harrison,13,22,24,4,1,0,1,3,2,2,11,1,0.193,0.449,999,17216
Peyton Burdick,17,55,62,11,3,0,2,7,7,6,20,1,0.209,0.322,999,25459
Buddy Kennedy,6,21,23,5,1,0,0,2,2,2,5,0,0.244,0.23,999,22505
Eguy Rosario,10,26,28,6,2,0,1,4,3,2,7,0,0.24,0.24,750.79,19964
Yolbert Sanchez,16,45,48,11,2,0,0,4,4,2,8,1,0.254,0.171,999,sa3011471
Liover Peguero,9,29,31,7,1,0,0,3,3,2,8,1,0.245,0.266,749.7,24273
JosÃ© Azocar,40,128,138,31,5,1,2,15,12,7,32,4,0.242,0.234,746.99,18821
Jason Vosler,21,55,61,12,2,0,2,6,7,4,17,0,0.209,0.283,999,16686
Otto Lopez,6,20,21,5,1,0,0,2,2,2,4,0,0.254,0.201,745.42,19608
Gilberto Celestino,33,106,116,26,5,0,1,12,10,9,26,1,0.244,0.224,750.44,20233
Jason Delay,27,73,79,15,3,0,1,7,7,4,21,0,0.207,0.267,999,19806
Maikel Garcia,11,36,39,9,2,0,0,5,3,3,8,1,0.247,0.204,543.29,22715
Edwin RÃ­os,45,154,170,33,7,0,7,18,21,12,60,0,0.216,0.351,656.95,18316
Ceddanne Rafaela,5,20,21,5,1,0,0,2,2,1,5,0,0.245,0.228,999,sa3005581
Wynton Bernard,9,27,28,6,1,0,1,3,2,2,6,1,0.227,0.203,749.85,13408
Ernie Clement,13,33,36,8,1,0,0,3,2,2,5,0,0.229,0.15,999,20352
Michael Papierski,11,23,26,4,1,0,0,2,2,2,6,0,0.192,0.236,999,21386
Tim Lopes,9,25,27,6,1,0,0,3,2,2,7,1,0.226,0.264,749.13,14137
Yolmer Sanchez,8,22,24,5,1,0,0,3,2,2,6,0,0.225,0.258,999,11602
Estevan Florial,11,33,36,7,2,0,1,4,3,3,12,2,0.222,0.346,748.08,19151
Zack Gelof,10,35,39,7,1,0,1,3,4,3,12,1,0.212,0.302,999,sa3017286
Jack Mayfield,14,38,41,8,2,0,1,4,4,2,10,1,0.208,0.238,999,15402
Luke Williams,11,21,22,5,1,0,0,2,2,1,6,1,0.221,0.287,999,19931
Tyler Nevin,33,108,121,25,5,0,3,11,12,10,28,1,0.227,0.229,999,17893
Daz Cameron,10,30,33,7,1,0,1,3,3,2,10,1,0.216,0.31,747.81,18353
Greg Allen,24,55,63,12,2,0,1,7,5,4,17,4,0.223,0.274,750.7,16623
Travis Jankowski,11,30,34,7,1,0,0,4,2,4,8,2,0.241,0.233,999,13768
Bradley Zimmer,12,31,35,6,1,0,1,4,3,2,12,1,0.186,0.355,999,16221
Adam Haseley,10,29,31,7,1,0,1,3,3,2,7,1,0.225,0.213,999,19878
Kole Calhoun,31,107,117,22,5,0,4,11,13,9,35,1,0.211,0.297,741.26,11200
Dee Strange-Gordon,14,49,52,12,2,1,0,5,4,3,7,2,0.241,0.128,748.38,8203
Cole Tucker,10,36,39,8,2,0,0,4,3,3,11,1,0.224,0.285,999,17326
Derek Hill,18,59,64,13,2,0,1,7,5,4,20,2,0.217,0.316,999,16947
Sandy Leon,15,44,49,8,1,0,1,4,4,4,13,0,0.185,0.261,999,5273
Bligh Madris,8,29,32,7,2,0,0,3,3,2,8,0,0.226,0.246,999,20054
Pedro Severino,22,71,78,16,3,0,2,7,8,6,21,0,0.23,0.266,749.33,14523
Seth Beer,10,31,34,7,1,0,1,3,3,2,8,0,0.23,0.23,999,20493
Franchy Cordero,17,56,62,13,3,0,2,7,7,5,21,1,0.229,0.337,713.67,14567
Austin Romine,14,38,40,8,1,0,1,3,4,2,12,0,0.21,0.302,999,5491
Skye Bolt,10,26,29,5,1,0,0,3,4,2,8,1,0.199,0.285,749.64,17723
Erik GonzÃ¡lez,27,72,76,16,3,0,1,6,6,3,19,1,0.226,0.251,999,13369
Mark Contreras,13,28,30,5,1,0,1,3,3,2,11,1,0.193,0.356,999,20122
Aristides Aquino,21,60,66,12,2,0,2,7,8,5,23,1,0.206,0.35,750.87,15482
J.J. Matijevic,20,64,69,14,3,0,2,8,8,5,22,1,0.215,0.318,999,20165
Matthew Batten,12,27,30,5,1,0,0,3,3,3,8,0,0.201,0.274,999,20157
Tres Barrera,6,21,22,4,1,0,0,2,2,2,5,0,0.205,0.238,999,19977
Jerar Encarnacion,7,25,27,6,1,0,0,3,3,2,9,0,0.232,0.346,749.76,21871
Ryan Aguilar,5,18,21,3,1,0,0,2,2,2,8,0,0.18,0.378,999,19967
Charlie Culberson,26,71,77,16,4,0,1,8,7,4,20,1,0.231,0.256,999,3298
Mike Moustakas,87,301,337,69,15,1,10,37,38,28,77,2,0.231,0.229,511.72,4892
Leury GarcÃ­a,51,173,187,43,7,1,2,21,16,9,39,2,0.246,0.206,743.54,5913
Rafael Ortega,19,63,71,15,3,0,2,8,7,7,15,2,0.236,0.207,714.14,10323
Michael Toglia,37,132,146,31,6,1,5,16,17,12,46,2,0.231,0.313,622.26,25845
Jake Cave,59,192,212,43,9,2,5,24,23,15,65,2,0.223,0.305,738.95,14477
Matt Beaty,12,33,36,8,2,0,1,4,3,2,7,0,0.233,0.206,999,17710
Robinson CanÃ³,15,51,54,12,3,0,1,5,5,3,11,0,0.233,0.208,749.63,3269
Ben DeLuzio,15,20,22,4,1,0,0,2,2,1,6,1,0.21,0.274,999,19644
Terrance Gore,18,22,23,4,1,0,0,2,1,1,8,5,0.207,0.325,999,13658
Cam Gallagher,13,42,46,9,2,0,0,4,4,3,12,0,0.207,0.261,999,12981
Edouard Julien,13,45,52,10,2,0,1,6,5,7,16,1,0.23,0.309,999,sa3014445
Enmanuel Valdez,7,25,28,6,1,0,1,3,3,2,7,0,0.231,0.247,999,sa917288
Rylan Bannon,6,21,24,5,1,0,0,3,3,2,6,0,0.215,0.266,999,19768
Stone Garrett,50,177,190,40,9,1,7,21,23,9,57,5,0.226,0.302,600.71,19273
Jake Lamb,13,35,39,7,1,0,1,4,4,5,12,0,0.195,0.306,999,13329
Willie Calhoun,15,51,56,12,2,0,2,6,6,4,9,0,0.229,0.157,745.37,17838
Ryan Vilade,7,26,28,6,1,0,0,3,2,2,5,1,0.223,0.185,999,22165
Mike Ford,13,34,37,6,1,0,1,3,3,3,9,0,0.18,0.244,999,15585
Nomar Mazara,26,79,86,17,3,0,2,9,10,7,22,0,0.221,0.254,750.58,14553
Matt Wallner,12,39,45,8,2,0,1,5,5,5,16,0,0.214,0.365,745.53,26466
Magneuris Sierra,18,40,42,9,2,0,0,5,3,2,10,2,0.225,0.225,999,17023
Colin Moran,31,87,96,19,3,0,2,8,10,7,27,0,0.216,0.281,750.95,16909
Hoy Park,9,25,28,5,1,0,1,3,3,3,8,1,0.196,0.264,999,18027
Jake Marisnick,20,54,57,11,2,0,1,6,6,2,18,1,0.202,0.318,999,11339
Jose Barrero,51,179,193,37,8,0,4,19,18,10,69,5,0.205,0.358,650.38,23378
Tyler Soderstrom,12,42,44,9,2,0,2,4,5,2,13,0,0.225,0.293,999,sa3014489
Cristian Pache,73,238,258,50,11,1,4,23,22,15,71,3,0.21,0.275,714.97,19948
Eli White,15,50,55,10,1,0,1,7,5,4,17,3,0.207,0.309,748.54,19346
Justin Upton,33,112,126,23,4,0,4,14,14,11,41,1,0.202,0.324,999,5222
Ryan O'Hearn,20,63,69,14,3,0,2,7,8,5,18,0,0.229,0.266,748.38,16442
Jeter Downs,12,42,47,8,2,0,1,5,4,3,16,1,0.198,0.334,750.22,22202
Luis GonzÃ¡lez,28,93,105,22,5,0,2,12,10,9,25,3,0.241,0.239,746.49,20332
Yoshi Tsutsugo,26,93,107,20,4,0,3,11,12,12,31,0,0.211,0.288,749.3,27459
Mark Vientos,16,45,50,9,2,0,2,5,7,5,16,0,0.205,0.308,737.8,22184
Alejo Lopez,15,36,39,10,2,0,0,4,4,2,5,1,0.265,0.138,999,21127
Miguel Cabrera,78,291,319,70,10,0,6,28,33,22,72,1,0.242,0.227,743.25,1744
Diego Castillo,26,73,80,18,3,0,3,9,9,5,18,1,0.24,0.229,660.53,19906
Clint Frazier,60,181,208,37,9,0,5,21,20,23,67,3,0.207,0.319,750.95,15983
Clint Frazier,60,181,208,37,9,0,5,21,20,23,67,3,0.207,0.319,750.95,15983
