PlayerName,G,AB,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Matt Beaty,12,32,8,2,0,1,3,3,2,7,0,0.232,0.195,999,17710
Kody Clemens,26,83,18,4,0,3,9,10,6,25,1,0.212,0.28,750.11,20572
Yoshi Tsutsugo,26,94,20,4,0,3,11,11,11,28,0,0.216,0.266,749.3,27459
Tyler Soderstrom,12,41,9,2,0,1,4,5,3,13,0,0.22,0.298,999,sa3014489
Ryan Noda,60,205,42,9,1,6,23,23,24,78,3,0.203,0.331,999,sa873960
Nick Pratto,58,207,43,10,1,7,24,24,21,78,3,0.207,0.338,624.5,22117
Magneuris Sierra,18,39,9,2,0,0,5,3,2,9,2,0.224,0.221,999,17023
Lewin DÃ­az,15,51,11,2,0,2,5,7,3,14,0,0.21,0.252,749.29,18365
Justin Upton,33,112,23,5,0,4,14,14,11,41,1,0.205,0.323,999,5222
Robinson Chirinos,40,122,24,5,0,4,14,14,12,43,0,0.2,0.309,749.57,3142
J.J. Matijevic,20,64,14,3,0,2,7,7,5,22,1,0.213,0.32,999,20165
Stone Garrett,50,178,40,8,1,6,20,21,9,58,4,0.224,0.306,600.71,19273
Michael Toglia,37,133,31,6,1,4,17,16,12,45,1,0.231,0.306,622.26,25845
Edwin RÃ­os,45,154,33,6,0,6,17,20,12,58,0,0.214,0.344,656.95,18316
Kyle Stowers,97,329,73,15,1,10,37,39,28,114,3,0.222,0.314,463.13,26151
Miguel Cabrera,78,294,70,12,0,5,27,31,19,70,0,0.236,0.221,743.25,1744
Clint Frazier,60,185,38,8,1,6,22,21,19,67,2,0.207,0.32,750.95,15983
